obs_id,season,day_of_week,operational_state,temperatura_c,ph,caudal_m3h,dbo5_mgl,dqo_mgl,dqo_dbo_ratio,nh4_mgl,od_mgl,adh_ugTTF_gVSS_h,toxicity_pct,adh_pct,od_pct,nh4_pct,bhi,bhi_label,decreto_674_dbo_compliant,decreto_674_nh4_compliant
178,autumn,Wed,healthy,21.8,6.887,22.59,38.31,60.54,1.58,13.07,6.405,2.1838,5.01,48.53,69.62,6.22,76.73,healthy,1,1
179,winter,Thu,healthy,11.55,7.159,20.26,24.0,38.93,1.622,13.53,6.039,1.4181,10.69,31.51,65.64,6.44,70.01,stressed,1,1
180,spring,Fri,healthy,22.78,7.258,18.78,33.2,54.6,1.645,1.1,6.726,2.2488,1,49.97,73.1,0.53,80.39,healthy,1,1
181,summer,Sat,healthy,31.45,6.974,8.89,18.09,30.77,1.701,4.02,7.144,2.0872,6.83,46.38,77.65,1.91,78.82,healthy,1,1
182,autumn,Sun,stressed,17.01,6.915,14,46.67,88.59,1.898,36.69,2.127,0.5759,47.53,12.8,23.12,17.47,42.73,critical,1,0
183,winter,Mon,healthy,10.74,7.104,19.29,26.09,40.03,1.534,12.0,8.244,1.0151,7.28,22.56,89.61,5.71,74.79,stressed,1,1
184,spring,Tue,critical,20.82,5.71,64.46,383.22,910.23,2.375,101.58,0.05,0.0597,64.26,1.33,0.54,48.37,22.31,critical,0,0
185,summer,Wed,critical,23.32,5.052,28.3,583.77,1437.35,2.462,141.22,0.05,0.02,63.17,0.44,0.54,67.25,17.64,critical,0,0
186,autumn,Thu,healthy,22.16,6.901,15.76,19.38,30.41,1.569,7.08,6.812,2.2051,13.36,49.0,74.04,3.37,76.58,healthy,1,1
187,winter,Fri,stressed,12.74,6.851,19.02,87.01,195.62,2.248,73.97,0.426,0.3395,52.49,7.54,4.63,35.22,31.12,critical,0,0
188,spring,Sat,healthy,22.61,6.85,16.9,30.86,51.64,1.673,10.07,5.994,1.5134,11.52,33.63,65.15,4.8,70.62,stressed,1,1
189,summer,Sun,healthy,31.56,7.155,13.47,10,16.22,1.622,5.07,5.389,1.2267,13.48,27.26,58.57,2.42,67.48,stressed,1,1
190,autumn,Mon,healthy,19.18,7.054,18.44,34.45,55.63,1.615,10.56,7.25,2.0246,7.02,44.99,78.81,5.03,77.94,healthy,1,1
191,winter,Tue,stressed,14.75,7.224,27.65,81.82,159.59,1.95,60.09,1.879,0.4357,40.47,9.68,20.43,28.62,40.25,critical,0,0
192,spring,Wed,healthy,21.99,7.088,21.25,36.34,59.28,1.631,8.5,7.526,2.6957,10.05,59.9,81.8,4.05,81.9,healthy,1,1
193,summer,Thu,stressed,28.26,6.687,33.84,136.29,244.3,1.792,25.99,1.92,0.6359,41.05,14.13,20.87,12.37,45.39,critical,0,1
194,autumn,Fri,stressed,19.85,6.607,35.73,93.27,167.57,1.796,70.19,1.011,0.3496,17.06,7.77,10.99,33.42,42.07,critical,0,0
195,winter,Sat,healthy,11.94,6.957,14.17,15.43,23.86,1.546,3.79,6.212,1.3779,1,30.62,67.52,1.8,73.83,stressed,1,1
196,spring,Sun,healthy,22.07,7.132,12.41,25.26,40.91,1.62,5.51,5.0,1.7619,5.14,39.15,54.35,2.63,71.43,stressed,1,1
197,summer,Mon,healthy,32.37,7.279,30.4,32.33,53.85,1.666,5.06,8.507,1.413,8.65,31.4,92.47,2.41,78.2,healthy,1,1
198,autumn,Tue,critical,22.08,6.885,48.32,385.41,898.93,2.332,144.04,0.05,0.1479,63.42,3.29,0.54,68.59,17.96,critical,0,0
199,winter,Wed,healthy,10.62,7.208,18.92,51.37,86.06,1.675,6.65,5.796,0.9078,11.03,20.17,63.0,3.17,67.25,stressed,0,1
200,spring,Thu,healthy,20.19,7.223,24.24,24.8,37.87,1.527,1.8,5.855,1.6346,11.03,36.32,63.64,0.86,72.02,stressed,1,1
201,summer,Fri,healthy,22.32,7.324,21.03,45.54,77.32,1.698,7.13,6.25,1.5371,10.45,34.16,67.93,3.4,72.06,stressed,1,1
202,autumn,Sat,critical,20.75,5.276,33.75,180,376.78,2.093,134.0,0.05,0.0514,56.12,1.14,0.54,63.81,20.44,critical,0,0
203,winter,Sun,healthy,10.6,7.235,6,10,14.75,1.475,8.89,6.798,1.0531,9.57,23.4,73.89,4.23,70.87,stressed,1,1
204,spring,Mon,healthy,23.36,7.081,22.32,40.27,61.37,1.524,7.61,6.936,2.8044,12.57,62.32,75.39,3.62,80.38,healthy,1,1
205,summer,Tue,critical,29.48,5.657,64.18,441.67,910.11,2.061,126.43,0.05,0.0496,63.43,1.1,0.54,60.21,19.5,critical,0,0
206,autumn,Wed,healthy,19.65,7.108,15.08,38.27,74.45,1.945,5.75,4.762,0.9097,10.69,20.22,51.76,2.74,64.64,stressed,1,1
207,winter,Thu,healthy,10.84,7.325,16.13,39.86,63.22,1.586,3.38,5.436,0.8573,5.61,19.05,59.08,1.61,67.73,stressed,1,1
208,spring,Fri,healthy,19.49,7.132,13.21,45.05,79.38,1.762,1.98,7.181,1.8088,9.02,40.19,78.05,0.94,77.07,healthy,1,1
209,summer,Sat,stressed,35.64,7.151,18.98,103.56,227.34,2.195,51.44,2.639,0.6441,35.16,14.31,28.69,24.5,45.84,critical,0,0
210,autumn,Sun,healthy,20.16,6.991,6,23.1,39.83,1.725,4.32,6.761,1.845,6.23,41.0,73.49,2.06,76.55,healthy,1,1
211,winter,Mon,critical,10.45,5.615,55.62,559.33,1173.18,2.097,129.51,0.05,0.0553,83.55,1.23,0.54,61.67,14.14,critical,0,0
212,spring,Tue,healthy,15.85,7.189,19.34,44.04,70.39,1.598,6.34,6.444,1.357,13.75,30.16,70.05,3.02,70.86,stressed,1,1
213,summer,Wed,healthy,29.51,7.088,18.89,46.23,76.43,1.653,1,6.152,1.9557,7.92,43.46,66.87,0.48,75.48,healthy,1,1
214,autumn,Thu,healthy,18.61,7.126,20.59,23.48,36.74,1.564,6.09,6.097,1.7154,7.95,38.12,66.27,2.9,73.39,stressed,1,1
215,winter,Fri,stressed,12.04,6.172,30.93,185.27,352.18,1.901,110,1.856,0.3855,56.25,8.57,20.17,52.38,30.03,critical,0,0
216,spring,Sat,stressed,22.36,7.432,35.93,53.35,122.49,2.296,20,2.523,0.3093,39.59,6.87,27.42,9.52,46.3,critical,0,1
217,summer,Sun,stressed,26.15,6.476,25.89,45,87.16,1.937,32.58,2.122,0.634,54.97,14.09,23.06,15.51,41.67,critical,1,1
218,autumn,Mon,healthy,23.8,7.155,17.81,51.53,78.45,1.522,10.95,6.675,1.8688,7.03,41.53,72.55,5.22,75.46,healthy,0,1
219,winter,Tue,healthy,16.28,6.943,22.03,48.05,77.13,1.605,10.56,7.952,2.2165,8.03,49.26,86.43,5.03,80.66,healthy,1,1
220,spring,Wed,healthy,21.86,7.36,27.22,37.15,59.26,1.595,6.62,6.336,1.8739,8.01,41.64,68.87,3.15,74.84,stressed,1,1
221,summer,Thu,stressed,27.23,6.865,41.51,45,82.38,1.831,34.41,2.584,0.6195,39.84,13.77,28.09,16.39,46.41,critical,1,1
222,autumn,Fri,healthy,18.16,7.146,18.35,38.95,59.92,1.538,7.72,6.036,1.7519,6.1,38.93,65.6,3.68,73.69,stressed,1,1
223,winter,Sat,healthy,13.08,6.918,15.98,18.64,31.13,1.67,6.02,7.758,1.5868,6.93,35.26,84.33,2.87,77.45,healthy,1,1
224,spring,Sun,stressed,17.34,7.128,14,49.93,91.6,1.835,20,2.495,0.4596,32.06,10.21,27.12,9.52,48.94,critical,1,1
225,summer,Mon,healthy,31.45,7.057,18.49,53.09,85.34,1.607,13.09,6.522,1.4833,9.41,32.96,70.89,6.23,72.05,stressed,0,1
226,autumn,Tue,healthy,21.18,7.142,19.3,45.21,79.08,1.749,4.8,7.116,2.4848,5.19,55.22,77.34,2.28,81.27,healthy,1,1
227,winter,Wed,healthy,14.52,7.49,24.12,43.86,73.04,1.665,8.59,7.345,1.7062,14.04,37.92,79.84,4.09,74.91,stressed,1,1
228,spring,Thu,healthy,24.29,7.192,23.71,43.67,71.24,1.631,8.08,5.389,1.9878,2.49,44.17,58.57,3.85,74.1,stressed,1,1
229,summer,Fri,healthy,28.8,7.058,17.65,19.78,36.3,1.835,4.68,5.441,1.5016,2.36,33.37,59.15,2.23,71.98,stressed,1,1
230,autumn,Sat,stressed,19.36,6.419,15.61,127.0,244.13,1.922,45.35,2.723,0.4875,58.52,10.83,29.6,21.6,40.08,critical,0,0
231,winter,Sun,healthy,12.27,7.185,6,14.86,24.28,1.634,6.15,6.239,1.1992,5.77,26.65,67.82,2.93,71.44,stressed,1,1
232,spring,Mon,stressed,26.54,6.698,38.95,45,90.33,2.007,81.29,1.568,0.6948,15,15.44,17.05,38.71,44.69,critical,1,0
233,summer,Tue,healthy,30.39,7.203,19.4,42.35,57.04,1.347,1,7.488,2.1044,8.93,46.76,81.39,0.48,79.69,healthy,1,1
234,autumn,Wed,stressed,22.27,7.248,36.07,114.11,193.73,1.698,48.33,2.551,0.7086,25.18,15.75,27.73,23.01,48.82,critical,0,0
235,winter,Thu,healthy,11.88,6.875,20.41,41.77,73.44,1.758,21.52,5.656,0.9114,12.82,20.25,61.48,10.25,64.67,stressed,1,1
236,spring,Fri,stressed,22.54,7.268,23.11,127.74,237.36,1.858,53.08,1.847,0.7242,31.49,16.09,20.07,25.28,44.85,critical,0,0
237,summer,Sat,healthy,26.36,6.781,14.8,23.25,43.26,1.861,7.13,7.486,2.0526,3.61,45.61,81.37,3.39,79.99,healthy,1,1
238,autumn,Sun,stressed,19.39,7.162,16.09,45,89.0,1.978,20,1.77,0.4598,46.7,10.22,19.24,9.52,43.31,critical,1,1
239,winter,Mon,healthy,8.62,7.339,21.73,33.48,46.36,1.385,8.29,5.398,1.057,8.39,23.49,58.67,3.95,67.46,stressed,1,1
240,spring,Tue,critical,19.75,5.858,57.32,455.06,1088.56,2.392,183.1,0.05,0.093,67.3,2.07,0.54,87.19,12.03,critical,0,0
241,summer,Wed,stressed,31.61,6.789,30.6,111.2,215.66,1.939,43.04,2.1,0.3204,47.65,7.12,22.82,20.5,40.45,critical,0,0
242,autumn,Thu,healthy,18.67,7.269,14.85,30.53,50.24,1.646,9.36,7.153,2.437,3.95,54.15,77.75,4.46,80.87,healthy,1,1
243,winter,Fri,healthy,14.64,6.944,18.44,47.09,80.76,1.715,8.64,5.48,1.2721,1.69,28.27,59.57,4.11,70.51,stressed,1,1
244,spring,Sat,healthy,21.9,7.289,13.86,26.64,45.86,1.721,8.75,5.735,1.5597,7.25,34.66,62.34,4.17,71.39,stressed,1,1
245,summer,Sun,healthy,29.91,7.182,6.07,10,14.95,1.495,6.9,5.975,2.0446,10.62,45.44,64.95,3.28,74.12,stressed,1,1
246,autumn,Mon,stressed,20.41,7.325,25.0,82.62,165.67,2.005,89.2,2.305,0.8387,40.1,18.64,25.06,42.48,40.28,critical,0,0
247,winter,Tue,stressed,12.54,6.51,34.26,145.45,280.19,1.926,93.61,0.14,0.2579,22.96,5.73,1.52,44.57,34.93,critical,0,0
248,spring,Wed,healthy,24.59,6.998,11.83,25.9,44.92,1.734,10.15,8.467,2.6363,8.91,58.58,92.04,4.83,84.22,healthy,1,1
249,summer,Thu,healthy,24.59,7.272,22.61,20.4,35.91,1.76,9.56,7.341,1.926,12.81,42.8,79.79,4.55,76.31,healthy,1,1
250,autumn,Fri,healthy,21.93,7.071,10.67,41.0,73.15,1.784,15.57,6.535,2.3977,4.57,53.28,71.04,7.41,78.08,healthy,1,1
251,winter,Sat,healthy,9.21,7.255,13.36,12.88,17.39,1.35,2.04,5.48,1.2126,9.78,26.95,59.56,0.97,68.94,stressed,1,1
252,spring,Sun,healthy,25.88,7.119,8.39,21.81,30.95,1.419,8.42,5.802,1.6925,15.62,37.61,63.07,4.01,70.26,stressed,1,1
253,summer,Mon,stressed,28.51,6.884,42.41,97.07,190.64,1.964,87.97,1.516,0.6757,20.99,15.02,16.48,41.89,42.15,critical,0,0
254,autumn,Tue,critical,17.75,4.605,59.88,534.72,1165.28,2.179,155.96,0.05,0.0432,64.14,0.96,0.54,74.27,15.77,critical,0,0
255,winter,Wed,stressed,10.07,6.348,41.36,123.7,256.39,2.073,84.69,1.871,0.4629,46.75,10.29,20.33,40.33,35.88,critical,0,0
256,spring,Thu,critical,22.29,5.385,65.89,344.84,741.05,2.149,130.43,0.05,0.0579,55.69,1.29,0.54,62.11,21.01,critical,0,0
257,summer,Fri,healthy,30.49,7.258,13.6,34.09,60.06,1.762,6.69,5.425,1.7497,2.96,38.88,58.97,3.19,72.92,stressed,1,1
258,autumn,Sat,healthy,21.9,7.114,6,22.34,35.27,1.578,7.1,6.381,1.2633,10.18,28.07,69.36,3.38,70.97,stressed,1,1
259,winter,Sun,critical,12.23,5.882,20,306.11,740.14,2.418,65,0.05,0.0423,68.75,0.94,0.54,30.95,25.45,critical,0,0
260,spring,Mon,critical,20.9,6.099,70.05,350.85,809.9,2.308,109.14,0.05,0.1133,71.73,2.52,0.54,51.97,19.84,critical,0,0
261,summer,Tue,stressed,26.43,7.373,38.98,68.3,149.95,2.196,25.57,1.723,0.7713,24.61,17.14,18.73,12.18,49.77,critical,0,1
262,autumn,Wed,healthy,21.15,6.897,24.88,31.67,47.55,1.501,5.96,6.805,1.5343,9.26,34.09,73.96,2.84,73.99,stressed,1,1
263,winter,Thu,healthy,11.13,7.279,18.75,20.9,33.47,1.602,8.14,7.266,1.2017,7.36,26.7,78.98,3.88,73.61,stressed,1,1
264,spring,Fri,healthy,21.85,6.795,22.78,16.33,28.26,1.73,4.51,7.007,1.9154,8.82,42.57,76.17,2.15,76.94,healthy,1,1
265,summer,Sat,healthy,25.56,7.115,16.47,33.96,52.36,1.542,3.63,6.256,1.7475,2.99,38.83,68.0,1.73,75.53,healthy,1,1
266,autumn,Sun,healthy,21.54,7.123,6,10,16.85,1.685,1,6.035,1.8295,7.75,40.66,65.6,0.48,74.51,stressed,1,1
267,winter,Mon,stressed,13.52,6.747,30.96,175.55,271.14,1.545,94.57,0.629,0.3029,24.38,6.73,6.84,45.03,36.04,critical,0,0
268,spring,Tue,healthy,17.95,7.237,19.62,39.17,65.49,1.672,13.07,6.58,1.5973,1,35.5,71.52,6.22,74.95,stressed,1,1
269,summer,Wed,healthy,29.57,7.371,24.53,36.91,58.16,1.576,6.64,6.218,2.0814,7.42,46.25,67.58,3.16,75.81,healthy,1,1
270,autumn,Thu,healthy,19.2,7.005,14.71,34.69,61.21,1.764,7.19,5.091,1.5936,14.41,35.41,55.34,3.42,68.23,stressed,1,1
271,winter,Fri,stressed,12.6,6.37,36.22,59.08,108.5,1.837,38.41,0.765,0.3831,15,8.51,8.31,18.29,45.88,critical,0,0
272,spring,Sat,healthy,21.63,7.118,13.17,15.76,28.11,1.783,5.35,7.336,2.3721,3.26,52.71,79.74,2.55,81.66,healthy,1,1
273,summer,Sun,stressed,28.17,6.677,25.76,45,89.24,1.983,28.97,3.535,0.6557,45.13,14.57,38.43,13.79,48.52,critical,1,1
274,autumn,Mon,healthy,20.49,7.054,16.24,27.64,42.66,1.544,4.54,7.582,1.8395,5.84,40.88,82.41,2.16,78.82,healthy,1,1
275,winter,Tue,healthy,11.82,7.072,17.26,28.45,50.01,1.758,5.45,6.78,1.3121,11.3,29.16,73.7,2.6,72.24,stressed,1,1
276,spring,Wed,critical,21.26,5.005,52.81,668.6,1522.4,2.277,78.46,0.05,0.0399,52.8,0.89,0.54,37.36,27.82,critical,0,0
277,summer,Thu,healthy,36.73,7.157,16.25,46.11,69.88,1.515,3.3,7.535,1.5715,11.68,34.92,81.9,1.57,75.89,healthy,1,1
278,autumn,Fri,healthy,18.85,7.073,13.57,39.62,65.95,1.665,12.92,6.795,1.6888,15.21,37.53,73.86,6.15,72.51,stressed,1,1
279,winter,Sat,stressed,9.95,7.062,14,64.9,111.63,1.72,54.32,1.217,0.2798,20.57,6.22,13.23,25.87,43.25,critical,0,0
280,spring,Sun,healthy,21.52,7.411,6,20.34,35.38,1.74,1.27,6.268,1.8818,5.24,41.82,68.13,0.61,76.03,healthy,1,1
281,summer,Mon,healthy,29.71,7.265,28.05,51.17,83.76,1.637,8.6,5.264,1.3853,13.1,30.78,57.22,4.1,67.7,stressed,0,1
282,autumn,Tue,stressed,15.34,6.487,39.61,194.55,412.83,2.122,61.41,0.852,0.1376,36.82,3.06,9.27,29.24,36.57,critical,0,0
283,winter,Wed,stressed,8.83,6.176,35.32,130.38,217.26,1.666,54.46,1.951,0.3473,59.58,7.72,21.2,25.94,35.85,critical,0,0
284,spring,Thu,stressed,21.57,6.694,39.58,94.02,192.23,2.045,64.92,0.521,0.4769,29.14,10.6,5.67,30.91,39.05,critical,0,0
285,summer,Fri,critical,27.63,6.555,42.01,368.57,847.38,2.299,182.91,0.05,0.171,68.06,3.8,0.54,87.1,12.3,critical,0,0
286,autumn,Sat,stressed,20.7,6.704,36.75,65.09,150.64,2.314,20,2.903,1.4146,15,31.44,31.56,9.52,59.62,stressed,0,1
287,winter,Sun,stressed,13.64,6.869,21.89,45,94.53,2.101,48.28,1.393,0.3362,40.46,7.47,15.14,22.99,39.79,critical,1,0
288,spring,Mon,healthy,24.68,6.958,17.72,33.53,47.87,1.427,14.8,5.91,2.212,7.89,49.16,64.24,7.05,74.61,stressed,1,1
289,summer,Tue,healthy,29.36,7.299,19.43,46.51,80.64,1.734,10.53,4.431,0.8941,9.11,19.87,48.16,5.01,63.48,stressed,1,1
290,autumn,Wed,stressed,22.14,7.159,30.44,93.56,167.09,1.786,62.52,1.234,1.0275,30.44,22.83,13.42,29.77,44.01,critical,0,0
291,winter,Thu,critical,8.22,5.416,71.85,423.7,966.3,2.281,160.85,0.05,0.02,63.5,0.44,0.54,76.59,15.22,critical,0,0
292,spring,Fri,healthy,21.14,7.337,25.4,24.8,39.95,1.611,1,5.0,1.2776,8.36,28.39,54.34,0.48,68.48,stressed,1,1
293,summer,Sat,healthy,30.55,7.292,9.15,10,15.71,1.571,6.58,5.377,1.7508,5.01,38.91,58.44,3.13,72.3,stressed,1,1
294,autumn,Sun,healthy,20.85,7.121,11.32,10,16.57,1.657,3.69,5.91,1.8702,6.42,41.56,64.24,1.76,74.41,stressed,1,1
295,winter,Mon,stressed,14.65,7.178,43.19,66.36,148.16,2.233,51.95,3.035,0.9334,32.75,20.74,32.99,24.74,49.06,critical,0,0
296,spring,Tue,stressed,20.94,6.215,33.42,135.23,253.88,1.877,61.67,0.724,0.4618,49.59,10.26,7.87,29.37,34.79,critical,0,0
297,summer,Wed,healthy,32.14,7.121,18.8,47.79,73.71,1.542,8.32,6.713,1.5419,10.22,34.27,72.97,3.96,73.26,stressed,1,1
298,autumn,Thu,healthy,19.59,7.396,16.2,30.23,51.6,1.707,8.54,6.349,1.7905,5.23,39.79,69.01,4.07,74.88,stressed,1,1
299,winter,Fri,stressed,13.04,6.574,39.21,162.76,301.34,1.851,72.85,1.321,0.2352,41.54,5.23,14.36,34.69,35.84,critical,0,0
300,spring,Sat,critical,25.12,5.343,62.3,345.82,831.84,2.405,122.14,0.05,0.0915,75.46,2.03,0.54,58.16,17.24,critical,0,0
301,summer,Sun,critical,31.99,4.969,65.95,205.26,359.49,1.751,65,0.05,0.0209,66.38,0.46,0.54,30.95,25.92,critical,0,0
302,autumn,Mon,stressed,14.89,6.475,16.21,138.61,259.17,1.87,46.96,0.382,0.2885,40.58,6.41,4.16,22.36,36.91,critical,0,0
303,winter,Tue,critical,14.01,5.522,24.48,435.17,1147.05,2.636,151.56,0.05,0.0318,78.93,0.71,0.54,72.17,12.54,critical,0,0
304,spring,Wed,healthy,22.4,7.326,23.74,54.93,92.16,1.678,11.31,6.293,2.0072,3.84,44.6,68.4,5.39,75.94,healthy,0,1
305,summer,Thu,critical,32.2,6.313,34.26,511.65,1268.22,2.479,153.13,0.05,0.0565,62.35,1.26,0.54,72.92,16.63,critical,0,0
306,autumn,Fri,stressed,18.28,6.85,33.84,80.21,148.84,1.856,66.33,2.308,0.8071,51.14,17.93,25.09,31.58,40.08,critical,0,0
307,winter,Sat,healthy,11.48,7.159,11.79,21.91,34.23,1.562,5.48,5.351,0.8303,13.8,18.45,58.17,2.61,65.05,stressed,1,1
308,spring,Sun,stressed,18.88,7.058,14,64.24,144.72,2.253,20,2.954,0.6105,52.21,13.57,32.11,9.52,45.99,critical,0,1
309,summer,Mon,stressed,32.9,7.128,26.86,118.72,202.43,1.705,61.22,2.912,0.7777,45.88,17.28,31.66,29.15,43.48,critical,0,0
310,autumn,Tue,healthy,22.72,7.148,21.15,25.05,43.24,1.726,1.22,8.009,2.6864,6.36,59.7,87.05,0.58,84.95,healthy,1,1
311,winter,Wed,stressed,11.67,6.321,36.65,128.52,249.15,1.939,74.86,1.035,0.307,50.75,6.82,11.24,35.65,32.92,critical,0,0
312,spring,Thu,healthy,19.38,7.092,17.69,44.36,80.82,1.822,9.56,5.304,1.4662,11.42,32.58,57.65,4.55,68.57,stressed,1,1
313,summer,Fri,critical,28.23,5.719,63.51,507.25,1183.43,2.333,112.23,0.05,0.1348,48.28,3.0,0.54,53.44,25.45,critical,0,0
314,autumn,Sat,critical,21.27,6.283,33.6,380.77,787.84,2.069,65,0.05,0.1529,53.67,3.4,0.54,30.95,29.83,critical,0,0
315,winter,Sun,healthy,11.95,7.39,6.94,15.51,23.82,1.535,1,6.087,1.0308,12.91,22.91,66.16,0.48,68.92,stressed,1,1
316,spring,Mon,critical,19.62,5.292,70.31,461.43,1025.13,2.222,98.8,0.05,0.0325,76.7,0.72,0.54,47.05,19.38,critical,0,0
317,summer,Tue,healthy,28.1,7.308,21.66,41.47,53.84,1.298,8.06,7.268,2.0293,5.55,45.09,79.0,3.84,78.68,healthy,1,1
318,autumn,Wed,healthy,18.71,7.156,11.72,41.96,74.02,1.764,10.2,7.955,2.291,3.56,50.91,86.47,4.85,82.24,healthy,1,1
319,winter,Thu,critical,11.59,5.696,71.62,457.24,1230.5,2.691,145.12,0.05,0.0655,73.55,1.46,0.54,69.1,14.84,critical,0,0
320,spring,Fri,stressed,23.54,6.814,36.91,121.15,267.8,2.21,87.5,0.69,0.6023,56.2,13.39,7.5,41.67,30.76,critical,0,0
321,summer,Sat,healthy,32.04,7.306,15.11,29.9,54.0,1.806,4.29,4.587,1.1505,11.44,25.57,49.86,2.04,65.49,stressed,1,1
322,autumn,Sun,healthy,20.38,7.187,15.52,10,18.39,1.839,1,5.545,1.6115,3.81,35.81,60.27,0.48,72.95,stressed,1,1
323,winter,Mon,healthy,12.09,7.399,25.52,47.22,74.61,1.58,14.12,5.163,1.2911,3.19,28.69,56.12,6.72,68.72,stressed,1,1
324,spring,Tue,stressed,26.63,6.741,34.25,164.93,351.81,2.133,44.91,2.576,0.4308,60.88,9.57,28.0,21.38,38.83,critical,0,0
325,summer,Wed,healthy,28.77,7.174,22.06,34.86,50.57,1.45,7.32,6.075,1.3394,4.68,29.76,66.03,3.49,71.91,stressed,1,1
326,autumn,Thu,stressed,23.25,6.661,35.22,203.19,363.08,1.787,73.37,0.329,0.2472,61.02,5.49,3.58,34.94,28.28,critical,0,0
327,winter,Fri,healthy,14.36,7.254,16.32,45.51,79.41,1.745,1,6.186,1.027,12.88,22.82,67.24,0.48,69.18,stressed,1,1
328,spring,Sat,stressed,24.32,6.673,21.67,67.39,162.52,2.412,22.51,3.097,0.5623,52.0,12.5,33.66,10.72,45.86,critical,0,1
329,summer,Sun,stressed,28.82,7.043,14,121.02,267.85,2.213,41.41,1.12,0.4266,26.02,9.48,12.17,19.72,43.98,critical,0,0
330,autumn,Mon,healthy,21.63,7.004,12.99,45.41,72.8,1.603,6.23,7.526,1.7222,9.51,38.27,81.81,2.97,76.9,healthy,1,1
331,winter,Tue,stressed,9.88,6.899,39.06,155.76,341.46,2.192,76.27,0.915,0.4682,40.45,10.41,9.95,36.32,35.9,critical,0,0
332,spring,Wed,stressed,22.76,6.916,28.67,118.28,220.39,1.863,66.77,0.528,0.3054,26.86,6.79,5.74,31.79,38.47,critical,0,0
333,summer,Thu,healthy,28.97,7.322,17.82,48.14,76.31,1.585,4.18,5.837,1.4566,5.0,32.37,63.45,1.99,72.21,stressed,1,1
334,autumn,Fri,stressed,21.35,6.415,25.78,140.81,309.68,2.199,54.32,0.858,0.4724,47.38,10.5,9.33,25.87,36.65,critical,0,0
335,winter,Sat,healthy,13.59,7.093,9.47,28.6,54.24,1.897,8.64,7.692,1.6683,10.71,37.07,83.61,4.11,76.47,healthy,1,1
336,spring,Sun,stressed,25.78,6.757,14,73.09,143.41,1.962,30.67,2.585,0.8889,52.62,19.75,28.1,14.61,45.16,critical,0,1
337,summer,Mon,healthy,31.23,7.18,17.96,34.46,58.32,1.693,1.96,5.657,1.4614,5.85,32.48,61.49,0.93,71.8,stressed,1,1
338,autumn,Tue,healthy,19.59,7.263,21.14,35.42,63.38,1.789,8.29,6.545,1.6422,7.24,36.49,71.14,3.95,74.11,stressed,1,1
339,winter,Wed,healthy,12.49,7.468,22.12,48.17,73.43,1.524,11.8,6.892,1.5208,5.58,33.8,74.92,5.62,74.38,stressed,1,1
340,spring,Thu,stressed,23.46,6.264,35.56,135.93,225.41,1.658,39.63,0.834,0.3638,52.87,8.08,9.07,18.87,36.35,critical,0,0
341,summer,Fri,stressed,32.31,6.838,35.21,53.1,105.57,1.988,51.67,2.558,0.7336,20.04,16.3,27.8,24.6,49.87,critical,0,0
342,autumn,Sat,healthy,22.63,7.212,7.72,27.02,49.09,1.817,12.15,6.23,2.0876,8.29,46.39,67.72,5.79,75.01,healthy,1,1
343,winter,Sun,healthy,12.99,6.913,12.2,10,17.71,1.771,2.12,7.154,1.487,8.44,33.04,77.76,1.01,75.34,healthy,1,1
344,spring,Mon,healthy,20.08,7.016,17.58,44.89,72.92,1.625,7.51,7.32,1.7441,12.99,38.76,79.56,3.58,75.44,healthy,1,1
345,summer,Tue,stressed,32.41,6.533,25.44,90.55,199.06,2.198,80.14,1.621,0.4203,46.77,9.34,17.62,38.16,35.51,critical,0,0
346,autumn,Wed,stressed,19.87,6.733,40.66,169.12,364.41,2.155,66.71,0.05,0.5122,58.81,11.38,0.54,31.77,30.34,critical,0,0
347,winter,Thu,stressed,12.37,6.831,32.28,167.67,303.75,1.812,93.74,1.143,0.2945,45.61,6.54,12.42,44.64,32.18,critical,0,0
348,spring,Fri,critical,22.94,4.666,69.47,343.43,722.27,2.103,87.46,0.05,0.0593,75.14,1.32,0.54,41.65,21.27,critical,0,0
349,summer,Sat,critical,26.44,5.702,60.05,383.24,853.81,2.228,72.24,0.05,0.0782,55.89,1.74,0.54,34.4,28.0,critical,0,0
350,autumn,Sun,healthy,19.5,6.921,12.85,45.51,87.1,1.914,6.7,6.327,1.9147,9.02,42.55,68.77,3.19,74.78,stressed,1,1
351,winter,Mon,healthy,13.69,6.987,17.93,38.52,66.29,1.721,14.93,6.785,1.3732,10.68,30.52,73.75,7.11,71.62,stressed,1,1
352,spring,Tue,stressed,20.49,6.241,36.8,163.45,333.06,2.038,37.25,1.629,0.4543,24.14,10.09,17.7,17.74,46.48,critical,0,0
353,summer,Wed,healthy,26.62,7.611,27.57,23.98,42.69,1.78,6.17,7.856,2.4386,6.72,54.19,85.39,2.94,82.48,healthy,1,1
354,autumn,Thu,stressed,19.95,6.317,28.78,176.4,341.06,1.933,73.66,1.315,0.2368,57.13,5.26,14.29,35.08,31.84,critical,0,0
355,winter,Fri,critical,12.9,6.115,49.04,376.57,793.0,2.106,170.34,0.05,0.1564,45.99,3.47,0.54,81.12,19.23,critical,0,0
356,spring,Sat,critical,20.36,5.782,23.73,197.97,466.18,2.355,119.23,0.05,0.1624,73.96,3.61,0.54,56.78,18.36,critical,0,0
